id,filename,title,artist,year,museum,tier,portrait_flag,masterpiece_flag,value_score,image_url,source_url,credit_line,department,classification,style,terms,categories,license
24,aic_24.jpg,Portrait of Edouard Molé,Robert Nanteuil,1653.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/5df51c9d-dac5-d962-4d4b-300339219e54/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/24,Elizabeth Hammond Stickney Collection,Prints and Drawings,"['engraving', 'print', 'prints and drawing']",[],"['engraving', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown
38,aic_38.jpg,"Portrait of Jacques Nicolas Colbert, Archbishop of Rouen",Pierre Drevet,1699.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/8cb1f867-9b6e-c065-f9fd-27273212c050/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/38,Elizabeth Hammond Stickney Collection,Prints and Drawings,"['engraving', 'print', 'prints and drawing']",[],"['engraving', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown
46,aic_46.jpg,"Portrait Bust of a Woman with a Large Collar, from Perfect School to Learn How to Draw the Entire Human Body (English translation)",Luca Ciamberlano,1580.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/7e00ffbc-16a9-96b9-3da2-f38174cccb5f/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/46,Elizabeth Hammond Stickney Collection,Prints and Drawings,"['engraving', 'print', 'prints and drawing']",[],"['engraving', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown
58,aic_58.jpg,"Portrait of a Sixty-year-old Woman, from Recueil d'estampes d'après les plus célèbres tableaux de la Galerie Royale de Dresde",Pieter Tanjé,1753.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/529f40db-cec2-b3a4-e955-432bb39372ba/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/58,Elizabeth Hammond Stickney Collection,Prints and Drawings,"['engraving', 'print', 'prints and drawing']",[],"['engraving', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown
62,aic_62.jpg,"Head of Executioner, from John Evelyn's Sculptura",Richard Houston,1755.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/8317e653-b0eb-3ba3-1886-3141db56f529/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/62,Elizabeth Hammond Stickney Collection,Prints and Drawings,"['mezzotint', 'print', 'prints and drawing']",[],"['mezzotint', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown
63,aic_63.jpg,Portrait of Don Emanuel Desvalls,Jacob Matthias Schmutzer,1753.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/328ad17c-2520-84f9-4525-63a6b29ee90e/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/63,Elizabeth Hammond Stickney Collection,Prints and Drawings,"['engraving', 'print', 'prints and drawing']",[],"['engraving', 'print', 'prints and drawing']",['Prints and Drawings'],unknown
66,aic_66.jpg,A Young Man Caressing the Young Hostess,Cornelis Pietersz. Bega,1640.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/ab1dfe48-14e8-b546-7e35-581c401db240/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/66,Elizabeth Hammond Stickney Collection,Prints and Drawings,"['etching', 'print', 'prints and drawing']",[],"['etching', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown
74,aic_74.jpg,Three Oriental Figures (Jacob and Laban?),Rembrandt van Rijn,1641.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/5a1ce126-9ffd-36d2-21f1-21c667c4241c/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/74,Elizabeth Hammond Stickney Collection,Prints and Drawings,"['etching', 'print', 'prints and drawing', 'paper']",[],"['etching', 'paper (fiber product)', 'print', 'prints and drawing', 'ink', 'paper']",['Prints and Drawings'],unknown
75,aic_75.jpg,Portrait of Rembrandt,Georg Friedrich Schmidt,1771.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/f6358788-b2de-2185-07a6-04da4d152410/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/75,Elizabeth Hammond Stickney Collection,Prints and Drawings,"['etching', 'print', 'prints and drawing']",[],"['etching', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown
87,aic_87.jpg,"A warrior sits on a block and gestures; two figure are behind him, from Figurine series",Salvator Rosa,1656.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/86cecc57-ac83-ef3e-dd8f-7f24fce0effb/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/87,Elizabeth Hammond Stickney Collection,Prints and Drawings,"['etching', 'print', 'prints and drawing']",[],"['etching', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown
138,aic_138.jpg,Flower Girl in Holland,George Hitchcock,1887.0,aic,2,1,0,0.880,"https://www.artic.edu/iiif/2/e72305c9-1a1c-8a36-7450-582619366338/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/138,Potter Palmer Collection,Arts of the Americas,"['painting', 'american arts']",['Impressionism'],"['painting', 'oil paint (paint)', 'Impressionism', 'landscapes', 'organic material', 'american arts', 'countryside', 'women', 'flowers', 'Holland', 'Chicago']",['Arts of the Americas'],unknown
142,aic_142.jpg,Portrait of Philibert Orrey,François Bernard Lépicié,1737.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/14fc8342-1018-c621-82c3-f9ee60e6f81c/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/142,Elizabeth Hammond Stickney Collection,Prints and Drawings,"['engraving', 'print', 'prints and drawing']",[],"['engraving', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown
146,aic_146.jpg,Portrait of D. Hieronymous van Beverningk,Abraham Blooteling,1660.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/2db1f9d1-91da-d8be-5c39-9cda2cfa729d/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/146,Gift of Elizabeth Hammond Stickney,Prints and Drawings,"['mezzotint', 'print', 'prints and drawing']",[],"['mezzotint', 'paper (fiber product)', 'print', 'prints and drawing']",['Prints and Drawings'],unknown
153,aic_153.jpg,The Lost Pleiade,Randolph Rogers,1874.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/f9549068-ad7e-c9ce-6fed-5c7a429024fb/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/153,Gift of Mrs. E. S. Stickney,Arts of the Americas,"['sculpture', 'american arts']",[],"['sculpture', 'marble', 'mythology', 'metamorphic rock', 'rock', 'inorganic material', 'american arts', 'female figures', 'people', 'portraits']",['Arts of the Americas'],unknown
160,aic_160.jpg,Pyxis (Container for Personal Objects),Ancient Greek,-550.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/e0db998b-5586-aa1f-e2cd-913904656247/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/160,Gift of Philip D. Armour and Charles L. Hutchinson,Arts of the Ancient Mediterranean and Byzantium,"['ceramics', 'vessel', 'ancient art']",['black-figure'],"['ceramics', 'terracotta', 'vessel', 'ancient art', 'black-figure']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
177,aic_177.jpg,Stamnos (Mixing Jar),Chicago Painter,-450.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/677cb9ce-8e4c-119a-711e-9b5a98c834d9/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/177,Gift of Philip D. Armour and Charles L. Hutchinson,Arts of the Ancient Mediterranean and Byzantium,"['vessel', 'earthenware', 'ceramics', 'ancient art', 'container']","['high classical', 'Classical', 'attic', 'red-figure', 'ancient']","['terracotta', 'throwing (pottery technique)', 'high classical', 'vessel', 'drinking', 'earthenware', 'ceramic', 'inorganic material', 'Classical', 'attic', 'red-figure', 'ceramics', 'ancient art', 'red-figure', 'dining', 'container', 'ancient', 'women', 'human figures', 'Greek', 'females', 'festivals', 'female figures', 'daily life', 'men', 'chairs', 'Greece', 'cups', 'interiors']","['Arts of the Ancient Mediterranean and Byzantium', 'Art Institute Icons', 'Drinking and Dining']",unknown
185,aic_185.jpg,Kylix (Drinking Cup),Penthesilea Painter,-460.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/9312601d-c20c-289e-c026-eafc676c5116/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/185,Gift of Philip D. Armour and Charles L. Hutchinson,Arts of the Ancient Mediterranean and Byzantium,"['drinking vessel', 'ceramics', 'vessel', 'ancient art']","['Classical', 'greek', 'red-figure']","['drinking vessel', 'terracotta', 'drinking', 'Classical', 'ceramics', 'vessel', 'ancient art', 'greek', 'red-figure', 'woman', 'youth', 'dining']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
242,aic_242.jpg,Amphora (Storage Jar),Ancient Greek,-400.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/de7d5700-4efc-ae3b-0e32-614df31d5cbc/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/242,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['vessel', 'ceramics', 'ancient art']",['red-figure'],"['terracotta', 'vessel', 'ceramics', 'ceramic', 'ancient art', 'red-figure']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
245,aic_245.jpg,Oinochoe (Pitcher),Ancient Greek,-325.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/229b278b-bbce-c26e-01e6-e33489494317/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/245,The Art Institute of Chicago,Arts of the Ancient Mediterranean and Byzantium,"['pitcher (vessel)', 'ceramics', 'vessel', 'ancient art']",['red-figure'],"['pitcher (vessel)', 'terracotta', 'ceramics', 'ceramic', 'vessel', 'ancient art', 'red-figure']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
246,aic_246.jpg,Oinochoe (Pitcher),Mattinata Painter,-300.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/44abac03-4d36-aac6-f44e-ffe1d57dfb03/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/246,The Art Institute of Chicago,Arts of the Ancient Mediterranean and Byzantium,"['pitcher (vessel)', 'ceramics', 'vessel', 'ancient art']",['red-figure'],"['pitcher (vessel)', 'terracotta', 'ceramics', 'ceramic', 'vessel', 'ancient art', 'red-figure']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
262,aic_262.jpg,Portrait Head of a Youth,Ancient Roman,14.0,aic,2,1,0,0.830,"https://www.artic.edu/iiif/2/7502d86c-1387-4ae7-f334-94245a52ddd0/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/262,Gift of Martin A. Ryerson,Arts of the Ancient Mediterranean and Byzantium,"['marble', 'stone', 'sculpture', 'ancient art']",[],"['marble', 'marble', 'men', 'metamorphic rock', 'rock', 'inorganic material', 'stone', 'sculpture', 'ancient art', 'youth', 'heads']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
286,aic_286.jpg,Portrait Head of a Woman,Ancient Roman,140.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/95d7115d-3f78-ce6a-d174-d8f3581c9aa4/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/286,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['marble', 'stone', 'sculpture', 'ancient art']",[],"['marble', 'heads', 'stone', 'sculpture', 'ancient art', 'females']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
322,aic_322.jpg,Torso of a Nude Woman,Ancient Greek,-300.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/355eb702-830c-2c8a-69e5-fd9f41e5340e/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/322,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
324,aic_324.jpg,Statuette of a Woman,Ancient Greek,-500.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/34b35849-48f8-d382-b717-666867dbd77e/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/324,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
326,aic_326.jpg,Torso of a Nude Man,Ancient Greek,-300.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/47ecb305-7642-c27f-4e49-640ca632ba90/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/326,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
328,aic_328.jpg,Draped Torso of a Woman,Ancient Greek,-300.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/7cc9b922-daae-38a8-189c-fe16f3010d70/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/328,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
331,aic_331.jpg,Figurine of a Standing woman,Ancient Greek,-400.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/ffa70ec0-f23c-4e74-9ee2-0d54d724851a/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/331,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
332,aic_332.jpg,Figurine of a Standing woman,Ancient Greek,-400.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/e41b21e5-9886-68fa-5268-7e4f91372c19/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/332,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
335,aic_335.jpg,Figurine of a Man,Ancient Greek,-400.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/0a04154f-3ac9-9c13-35a3-e2e330cba5d4/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/335,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
340,aic_340.jpg,Head of a Man,Ancient Greek,-300.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/6b6e7c55-8ff5-4d63-2a0c-05365ddb3e82/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/340,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
343,aic_343.jpg,Attached Heads of a Child and a Woman,Ancient Greek,-300.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/82617894-525b-efb8-324f-bd970a9519c7/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/343,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
345,aic_345.jpg,Head of a Grotesque Wearing Wreath,Ancient Greek,-200.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/237cf3e0-5e18-7e54-507e-3a8da087b791/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/345,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
347,aic_347.jpg,Head of a Child,Ancient Greek,-300.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/a9b9d987-f1f9-32f9-14b4-c9ef40c45283/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/347,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
352,aic_352.jpg,Head of a Woman,Ancient Greek,-400.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/2c28ff4c-9af4-230f-8474-0c57c76bb539/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/352,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
354,aic_354.jpg,Head of a Child,Ancient Greek,-300.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/7091ec65-b314-ccd4-2299-1f79aba27c3c/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/354,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
355,aic_355.jpg,Head of a Child,Ancient Greek,-300.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/76b130b9-5d69-dae4-f04f-6e2d3b7539a3/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/355,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
356,aic_356.jpg,Head of a Man,Ancient Greek,-400.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/f9051d12-7e33-9142-708e-1540c683ef6a/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/356,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
359,aic_359.jpg,Head of a Woman,Ancient Greek,-400.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/dcc5f191-0bb3-8e37-66d3-682b1653e8d2/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/359,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
361,aic_361.jpg,Head of a Child,Ancient Greek,-400.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/c6bea03c-ad26-b2a5-96a9-9432438d48f6/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/361,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
363,aic_363.jpg,Head of a Woman,Ancient Greek,-400.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/451c7a44-88d0-4f9e-f430-027a00426712/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/363,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
364,aic_364.jpg,Head of a Woman Wearing Wreath,Ancient Greek,-300.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/e53dfcd7-4ad4-d643-3598-497df2c2ebdb/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/364,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
370,aic_370.jpg,Head of a Woman,Ancient Greek,-300.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/3d228816-76f8-43f8-0116-0617d7a592e8/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/370,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
371,aic_371.jpg,Head of a Woman,Ancient Greek,-400.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/1470039f-bcdf-54cd-eb4c-34abb22fbc84/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/371,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
372,aic_372.jpg,Head of a Child (?),Ancient Greek,-300.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/1fcbb442-e084-df58-3e3c-5c8480506db6/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/372,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
375,aic_375.jpg,Figurine of a Nude Boy,Ancient Greek,-200.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/4c0346ec-9eed-8f06-eddb-144374b52bbf/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/375,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
379,aic_379.jpg,Head of a Youth,Ancient Greek,-300.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/6ae97d1a-a4cc-5e83-a5e2-ec495a9d2b9f/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/379,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
383,aic_383.jpg,Head of a Grotesque,Ancient Greek,-200.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/e8fba3e6-93ff-6cd1-9412-0a28f31630ca/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/383,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
384,aic_384.jpg,Figurine of a Man or Child,Ancient Greek,-300.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/712344c8-a8a9-39c6-f499-1c82f916259d/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/384,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
386,aic_386.jpg,Head of a Woman (?),Ancient Greek,-300.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/de4f7027-433e-e2bd-16fb-727407f710ed/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/386,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
389,aic_389.jpg,Head of a Child or Young Boy,Ancient Greek,-500.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/db00e76b-7da7-b8c6-08ed-a56d5ac53870/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/389,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
391,aic_391.jpg,Head of a Man,Ancient Greek,-300.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/36c754ea-0687-ff3d-962f-0295c6b9ed43/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/391,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
393,aic_393.jpg,Head of a Woman,Ancient Greek,-400.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/7bc138d5-aeca-fa6f-fe75-cdef5feca580/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/393,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
395,aic_395.jpg,Head of a Woman,Ancient Greek,-300.0,aic,2,1,0,0.800,"https://www.artic.edu/iiif/2/7f97d080-1fd6-1b1f-1750-13b550ee1981/full/843,/0/default.jpg",https://api.artic.edu/api/v1/artworks/395,Museum Purchase Fund,Arts of the Ancient Mediterranean and Byzantium,"['earthenware', 'ceramics', 'sculpture', 'ancient art']",[],"['earthenware', 'terracotta', 'inorganic material', 'ceramics', 'sculpture', 'ancient art']",['Arts of the Ancient Mediterranean and Byzantium'],unknown
